,Model,Family,Instruct,date,#Params (B),Pretraining Data Size (T),FLOPs (1E21),IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,bbh_boolean_expressions,bbh_causal_judgement,bbh_date_understanding,bbh_disambiguation_qa,bbh_formal_fallacies,bbh_geometric_shapes,bbh_hyperbaton,bbh_logical_deduction_five_objects,bbh_logical_deduction_seven_objects,bbh_logical_deduction_three_objects,bbh_movie_recommendation,bbh_navigate,bbh_object_counting,bbh_penguins_in_a_table,bbh_reasoning_about_colored_objects,bbh_ruin_names,bbh_salient_translation_error_detection,bbh_snarks,bbh_sports_understanding,bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,bbh_web_of_lies,gpqa_diamond,gpqa_extended,gpqa_main,math_algebra_hard,math_counting_and_prob_hard,math_geometry_hard,math_intermediate_algebra_hard,math_num_theory_hard,math_prealgebra_hard,math_precalculus_hard,musr_murder_mysteries,musr_object_placements,musr_team_allocation,XWinograd,Arena-Elo,MTBench,hendrycksTest-abstract_algebra,hendrycksTest-anatomy,hendrycksTest-astronomy,hendrycksTest-business_ethics,hendrycksTest-clinical_knowledge,hendrycksTest-college_biology,hendrycksTest-college_chemistry,hendrycksTest-college_computer_science,hendrycksTest-college_mathematics,hendrycksTest-college_medicine,hendrycksTest-college_physics,hendrycksTest-computer_security,hendrycksTest-conceptual_physics,hendrycksTest-econometrics,hendrycksTest-electrical_engineering,hendrycksTest-elementary_mathematics,hendrycksTest-formal_logic,hendrycksTest-global_facts,hendrycksTest-high_school_biology,hendrycksTest-high_school_chemistry,hendrycksTest-high_school_computer_science,hendrycksTest-high_school_european_history,hendrycksTest-high_school_geography,hendrycksTest-high_school_government_and_politics,hendrycksTest-high_school_macroeconomics,hendrycksTest-high_school_mathematics,hendrycksTest-high_school_microeconomics,hendrycksTest-high_school_physics,hendrycksTest-high_school_psychology,hendrycksTest-high_school_statistics,hendrycksTest-high_school_us_history,hendrycksTest-high_school_world_history,hendrycksTest-human_aging,hendrycksTest-human_sexuality,hendrycksTest-international_law,hendrycksTest-jurisprudence,hendrycksTest-logical_fallacies,hendrycksTest-machine_learning,hendrycksTest-management,hendrycksTest-marketing,hendrycksTest-medical_genetics,hendrycksTest-miscellaneous,hendrycksTest-moral_disputes,hendrycksTest-moral_scenarios,hendrycksTest-nutrition,hendrycksTest-philosophy,hendrycksTest-prehistory,hendrycksTest-professional_accounting,hendrycksTest-professional_law,hendrycksTest-professional_medicine,hendrycksTest-professional_psychology,hendrycksTest-public_relations,hendrycksTest-security_studies,hendrycksTest-sociology,hendrycksTest-us_foreign_policy,hendrycksTest-virology,hendrycksTest-world_religions,MMLU,ARC,HellaSwag,Winogrande,TruthfulQA,GSM8K,HumanEval,Family2
144,rwkv-4-169m-pile,rwkv,False,,0.169,0.33,0.33462000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.2148148148148148,0.2171052631578947,0.33,0.2075471698113207,0.2083333333333333,0.21,0.23,0.22,0.2023121387283237,0.2352941176470588,0.21,0.2638297872340425,0.2543859649122807,0.2206896551724138,0.246031746031746,0.2301587301587301,0.26,0.1838709677419354,0.1921182266009852,0.25,0.2242424242424242,0.2171717171717171,0.2538860103626943,0.2051282051282051,0.2148148148148148,0.2100840336134453,0.2185430463576159,0.1944954128440367,0.1296296296296296,0.25,0.2616033755274262,0.2780269058295964,0.2366412213740458,0.256198347107438,0.2685185185185185,0.2331288343558282,0.2946428571428571,0.1650485436893204,0.2777777777777778,0.28,0.2324393358876117,0.2427745664739884,0.2458100558659217,0.2156862745098039,0.1864951768488746,0.2098765432098765,0.2872340425531915,0.2457627118644068,0.2058823529411764,0.2418300653594771,0.2363636363636363,0.1959183673469387,0.2437810945273631,0.2,0.2228915662650602,0.3216374269005848,0.2317624001359681,0.2363481228668942,0.3173670583549093,0.5090765588003157,0.4192323633446171,0.0045489006823351,,rwkv-4-pile
145,rwkv-4-1b5-pile,rwkv,False,,1.0,0.33,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.2962962962962963,0.2763157894736842,0.23,0.230188679245283,0.2430555555555555,0.18,0.16,0.26,0.2601156069364161,0.2058823529411764,0.3,0.2851063829787234,0.2543859649122807,0.2275862068965517,0.2486772486772486,0.1666666666666666,0.25,0.2774193548387096,0.2955665024630542,0.35,0.2848484848484848,0.207070707070707,0.233160621761658,0.241025641025641,0.2629629629629629,0.2100840336134453,0.1788079470198675,0.2311926605504587,0.449074074074074,0.2598039215686274,0.2742616033755274,0.336322869955157,0.2442748091603053,0.3305785123966942,0.2222222222222222,0.2269938650306748,0.2857142857142857,0.2524271844660194,0.2948717948717949,0.3,0.2618135376756066,0.2947976878612717,0.2726256983240223,0.2287581699346405,0.2540192926045016,0.25,0.2695035460992908,0.2659713168187744,0.2573529411764705,0.2794117647058823,0.3,0.2285714285714285,0.2139303482587064,0.23,0.3012048192771084,0.2105263157894736,0.2577446960818849,0.318259385665529,0.5225054769966142,0.5382794001578532,0.3579569610412708,0.0,,rwkv-4-pile
146,rwkv-4-3b-pile,rwkv,False,,3.0,0.33,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.2592592592592592,0.1710526315789473,0.34,0.2679245283018868,0.2291666666666666,0.25,0.25,0.24,0.2196531791907514,0.2058823529411764,0.28,0.2765957446808511,0.2368421052631578,0.2275862068965517,0.2089947089947089,0.2619047619047619,0.3,0.2709677419354839,0.2512315270935961,0.21,0.2606060606060606,0.1919191919191919,0.2124352331606217,0.2102564102564102,0.2148148148148148,0.226890756302521,0.1986754966887417,0.2330275229357798,0.1944444444444444,0.2598039215686274,0.2911392405063291,0.3497757847533632,0.2519083969465648,0.2314049586776859,0.2962962962962963,0.2331288343558282,0.3035714285714285,0.203883495145631,0.2307692307692307,0.27,0.2618135376756066,0.2369942196531791,0.2379888268156424,0.2549019607843137,0.2347266881028939,0.2839506172839506,0.2659574468085106,0.2438070404172099,0.2022058823529411,0.2598039215686274,0.3,0.2122448979591836,0.2139303482587064,0.24,0.3132530120481928,0.2690058479532163,0.2467087224756061,0.3600682593856655,0.5965943039235212,0.5832675611681136,0.3213702262546504,0.0068233510235026,,rwkv-4-pile
147,rwkv-4-430m-pile,rwkv,False,,0.43,0.33,0.8514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.2740740740740741,0.2039473684210526,0.23,0.2037735849056604,0.2361111111111111,0.21,0.2,0.32,0.2080924855491329,0.3431372549019608,0.31,0.2680851063829787,0.2543859649122807,0.2275862068965517,0.2619047619047619,0.2619047619047619,0.2,0.2774193548387096,0.2167487684729064,0.23,0.2484848484848484,0.1767676767676767,0.2538860103626943,0.2153846153846154,0.2666666666666666,0.226890756302521,0.3311258278145695,0.2458715596330275,0.4537037037037037,0.2598039215686274,0.2742616033755274,0.2197309417040358,0.1984732824427481,0.2644628099173554,0.2777777777777778,0.2576687116564417,0.2678571428571428,0.1553398058252427,0.2307692307692307,0.32,0.2426564495530012,0.245664739884393,0.2480446927374301,0.238562091503268,0.2057877813504823,0.2685185185185185,0.2872340425531915,0.2431551499348109,0.2683823529411764,0.2581699346405229,0.2,0.236734693877551,0.2139303482587064,0.24,0.2710843373493976,0.2573099415204678,0.2485496977528651,0.2670648464163822,0.4001194981079466,0.5114443567482242,0.3958221882473183,0.0037907505686125,,rwkv-4-pile
148,rwkv-4-7b-pile,rwkv,False,,7.0,0.33,13.860000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.1851851851851851,0.2302631578947368,0.3,0.2188679245283019,0.2430555555555555,0.23,0.25,0.21,0.2369942196531791,0.2058823529411764,0.28,0.2468085106382978,0.219298245614035,0.2482758620689655,0.2566137566137566,0.246031746031746,0.34,0.232258064516129,0.2512315270935961,0.25,0.2363636363636363,0.1717171717171717,0.2797927461139896,0.2128205128205128,0.2481481481481481,0.2521008403361344,0.2119205298013245,0.2018348623853211,0.1759259259259259,0.2647058823529412,0.2362869198312236,0.2645739910313901,0.2595419847328244,0.2644628099173554,0.2685185185185185,0.2515337423312883,0.3214285714285714,0.203883495145631,0.2393162393162393,0.37,0.2464878671775223,0.2861271676300578,0.2256983240223463,0.2254901960784313,0.2218649517684887,0.2561728395061728,0.2553191489361702,0.2750977835723598,0.2904411764705882,0.2696078431372549,0.2363636363636363,0.2857142857142857,0.1890547263681592,0.32,0.3012048192771084,0.2865497076023391,0.2495936335118899,0.3967576791808874,0.663114917347142,0.6235201262825573,0.3365298312185615,0.0075815011372251,,rwkv-4-pile
149,sauerkrautlm-gemma-2b,gemma,True,2024-03-07,2.0,6.0,72.0,0.25,0.34,0.02,0.26,0.37,0.15,0.772,0.481283422459893,0.296,0.44,0.476,0.108,0.508,0.212,0.148,0.392,0.336,0.58,0.224,0.2876712328767123,0.22,0.152,0.132,0.4382022471910112,0.636,0.168,0.168,0.144,0.392,0.488,0.2323232323232323,0.2692307692307692,0.2522321428571428,0.0293159609120521,0.016260162601626,0.0151515151515151,0.0035714285714285,0.0194805194805194,0.0414507772020725,0.0074074074074074,0.496,0.21875,0.388,,,,0.22,0.4444444444444444,0.4473684210526316,0.5,0.4981132075471698,0.4861111111111111,0.42,0.32,0.32,0.4046242774566474,0.196078431372549,0.55,0.3617021276595745,0.2982456140350877,0.4344827586206896,0.2962962962962963,0.3174603174603174,0.28,0.4935483870967742,0.3891625615763547,0.45,0.4545454545454545,0.5,0.5751295336787565,0.3769230769230769,0.237037037037037,0.3865546218487395,0.23841059602649,0.5834862385321101,0.3101851851851852,0.5196078431372549,0.5274261603375527,0.4932735426008968,0.4274809160305343,0.5785123966942148,0.5,0.4171779141104294,0.3571428571428571,0.5436893203883495,0.6452991452991453,0.45,0.5734355044699873,0.4479768786127168,0.2480446927374301,0.4967320261437908,0.4437299035369775,0.4537037037037037,0.2978723404255319,0.3513689700130378,0.3308823529411764,0.3954248366013072,0.4909090909090909,0.5346938775510204,0.5323383084577115,0.57,0.4457831325301205,0.5906432748538012,0.429,0.48719999999999997,0.7141,0.6796,0.3577,0.2676,,sauerkrautlm-gemma
150,sauerkrautlm-gemma-7b,gemma,True,2024-03-01,7.0,6.0,252.0,0.34,0.42,0.05,0.29,0.36,0.3,0.832,0.6363636363636364,0.424,0.548,0.492,0.376,0.54,0.256,0.236,0.416,0.28,0.564,0.388,0.3698630136986301,0.348,0.304,0.3,0.4887640449438202,0.804,0.212,0.212,0.176,0.324,0.524,0.2727272727272727,0.293040293040293,0.2834821428571428,0.0781758957654723,0.024390243902439,0.0227272727272727,0.0142857142857142,0.0259740259740259,0.1243523316062176,0.0222222222222222,0.52,0.23828125,0.32,,,,0.29,0.5851851851851851,0.75,0.6,0.6792452830188679,0.7638888888888888,0.47,0.46,0.4,0.630057803468208,0.3725490196078431,0.68,0.6127659574468085,0.4824561403508772,0.6275862068965518,0.4761904761904761,0.4682539682539682,0.32,0.7870967741935484,0.4876847290640394,0.67,0.793939393939394,0.8232323232323232,0.8704663212435233,0.617948717948718,0.3444444444444444,0.6596638655462185,0.423841059602649,0.8366972477064221,0.5,0.803921568627451,0.8270042194092827,0.7130044843049327,0.6870229007633588,0.7768595041322314,0.7962962962962963,0.7423312883435583,0.5267857142857143,0.8349514563106796,0.8675213675213675,0.7,0.8288633461047255,0.6936416184971098,0.2782122905027933,0.7254901960784313,0.6977491961414791,0.7283950617283951,0.4858156028368794,0.4817470664928292,0.5845588235294118,0.6568627450980392,0.7,0.7346938775510204,0.8557213930348259,0.85,0.4879518072289157,0.7953216374269005,0.6376,0.5998,0.8190999999999999,0.7664,0.61,0.6368,,sauerkrautlm-gemma
151,smollm-1.7b,smollm,False,2024-07-17,1.7,1.0,10.2,0.24,0.32,0.01,0.24,0.34,0.11,0.656,0.5133689839572193,0.188,0.364,0.468,0.128,0.484,0.208,0.152,0.34,0.248,0.48,0.196,0.1917808219178082,0.088,0.248,0.224,0.5280898876404494,0.46,0.252,0.22,0.156,0.352,0.488,0.2626262626262626,0.2454212454212454,0.2276785714285714,0.009771986970684,0.008130081300813,0.0,0.0,0.0,0.0207253886010362,0.0148148148148148,0.508,0.23828125,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm
152,smollm-1.7b-instruct,smollm,True,2024-07-18,1.7,1.0,10.2,0.23,0.29,0.0,0.26,0.35,0.12,0.46,0.5187165775401069,0.192,0.312,0.468,0.0,0.484,0.192,0.148,0.32,0.228,0.42,0.0,0.2328767123287671,0.172,0.284,0.14,0.4606741573033708,0.46,0.284,0.2,0.144,0.316,0.488,0.2777777777777778,0.2454212454212454,0.2700892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm-instruct
153,smollm-135m,smollm,False,2024-07-18,0.135,0.6,0.486,0.21,0.3,0.01,0.26,0.44,0.11,0.46,0.5401069518716578,0.2,0.304,0.532,0.084,0.516,0.2,0.148,0.348,0.224,0.58,0.012,0.2054794520547945,0.14,0.24,0.136,0.5449438202247191,0.464,0.26,0.192,0.14,0.352,0.488,0.2727272727272727,0.2417582417582417,0.2723214285714285,0.009771986970684,0.0,0.0,0.0035714285714285,0.0064935064935064,0.0207253886010362,0.0,0.5,0.2578125,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm
154,smollm-135m-instruct,smollm,True,2024-07-18,0.135,0.6,0.486,0.16,0.29,0.0,0.26,0.37,0.12,0.46,0.5187165775401069,0.192,0.312,0.468,0.0,0.484,0.192,0.148,0.32,0.228,0.42,0.0,0.2328767123287671,0.172,0.284,0.14,0.4606741573033708,0.46,0.284,0.2,0.144,0.316,0.488,0.2878787878787879,0.2472527472527472,0.2745535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.2421875,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm-instruct
155,smollm-360m,smollm,False,2024-07-18,0.36,0.6,1.296,0.21,0.31,0.0,0.27,0.4,0.11,0.524,0.5187165775401069,0.152,0.3,0.532,0.088,0.516,0.22,0.152,0.344,0.22,0.452,0.0,0.2191780821917808,0.156,0.244,0.228,0.5449438202247191,0.46,0.284,0.196,0.144,0.372,0.488,0.2474747474747475,0.2692307692307692,0.2745535714285714,0.009771986970684,0.0,0.0,0.0,0.0194805194805194,0.0,0.0,0.508,0.27734375,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm
156,smollm-360m-instruct,smollm,True,2024-07-18,0.36,0.6,1.296,0.2,0.29,0.0,0.26,0.35,0.12,0.46,0.5187165775401069,0.192,0.312,0.468,0.0,0.484,0.192,0.148,0.32,0.228,0.42,0.0,0.2328767123287671,0.172,0.284,0.14,0.4606741573033708,0.46,0.284,0.2,0.144,0.316,0.488,0.2878787878787879,0.2472527472527472,0.2745535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.26953125,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smollm-instruct
157,stablelm-2-1_6b,stablelm,False,,6.0,2.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.4444444444444444,0.3157894736842105,0.41,0.3169811320754717,0.4305555555555556,0.32,0.4,0.3,0.3121387283236994,0.1568627450980392,0.47,0.3276595744680851,0.2631578947368421,0.503448275862069,0.2698412698412698,0.246031746031746,0.28,0.3870967741935484,0.2463054187192118,0.41,0.503030303030303,0.5050505050505051,0.4611398963730569,0.3256410256410256,0.2666666666666666,0.3319327731092437,0.2317880794701986,0.5064220183486239,0.2407407407407407,0.5,0.4936708860759494,0.5291479820627802,0.4961832061068702,0.4380165289256198,0.4444444444444444,0.4110429447852761,0.3214285714285714,0.4271844660194174,0.5811965811965812,0.42,0.545338441890166,0.453757225433526,0.2379888268156424,0.3823529411764705,0.4180064308681672,0.4567901234567901,0.2943262411347517,0.2861799217731421,0.2647058823529412,0.3823529411764705,0.4545454545454545,0.3265306122448979,0.472636815920398,0.65,0.3975903614457831,0.5614035087719298,0.3894657259915194,0.4334470989761092,0.7045409281019717,0.6456195737963694,0.3678385823884172,0.1743745261561789,,stablelm-2-1_
158,stablelm-2-1_6b-chat,stablelm,True,,6.0,2.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.3703703703703703,0.3881578947368421,0.38,0.4679245283018868,0.3472222222222222,0.34,0.33,0.33,0.3468208092485549,0.2745098039215686,0.49,0.3531914893617021,0.2807017543859649,0.4689655172413793,0.2962962962962963,0.2619047619047619,0.22,0.4967741935483871,0.2906403940886699,0.37,0.5151515151515151,0.5050505050505051,0.5595854922279793,0.3923076923076923,0.2888888888888888,0.4117647058823529,0.3112582781456953,0.544954128440367,0.3472222222222222,0.5196078431372549,0.5527426160337553,0.4573991031390134,0.4809160305343511,0.512396694214876,0.4351851851851852,0.4233128834355828,0.2946428571428571,0.5048543689320388,0.5470085470085471,0.52,0.5772669220945083,0.4913294797687861,0.2435754189944134,0.434640522875817,0.4308681672025723,0.5030864197530864,0.3262411347517731,0.3383311603650586,0.4080882352941176,0.380718954248366,0.4727272727272727,0.4244897959183673,0.5621890547263682,0.58,0.3734939759036144,0.5146198830409356,0.4147,0.43520000000000003,0.6923999999999999,0.6472,0.465,0.3882,,stablelm-2-1_-chat
159,stablelm-base-alpha-3b,stablelm,False,,3.0,1.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.1703703703703703,0.2171052631578947,0.22,0.2113207547169811,0.2916666666666667,0.28,0.34,0.26,0.1791907514450867,0.2647058823529412,0.23,0.2851063829787234,0.2280701754385964,0.2758620689655172,0.2222222222222222,0.2539682539682539,0.2,0.2612903225806451,0.2266009852216748,0.28,0.2303030303030303,0.2575757575757575,0.3419689119170984,0.3051282051282051,0.2296296296296296,0.2100840336134453,0.2450331125827814,0.2678899082568807,0.1759259259259259,0.230392156862745,0.270042194092827,0.3094170403587444,0.2290076335877862,0.3636363636363636,0.1944444444444444,0.2453987730061349,0.3303571428571428,0.3689320388349514,0.2222222222222222,0.26,0.2375478927203065,0.2080924855491329,0.2402234636871508,0.2254901960784313,0.1768488745980707,0.2037037037037037,0.2872340425531915,0.2685788787483703,0.3897058823529412,0.2532679738562091,0.2545454545454545,0.2938775510204082,0.2437810945273631,0.28,0.2710843373493976,0.2865497076023391,0.2543052660318274,0.2645051194539249,0.4224258115913165,0.5390686661404893,0.4049657855313842,0.0045489006823351,,stablelm-base-alpha
160,stablelm-base-alpha-7b,stablelm,False,,7.0,1.5,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.2740740740740741,0.1842105263157894,0.2,0.2226415094339622,0.2430555555555555,0.3,0.34,0.26,0.2254335260115607,0.2156862745098039,0.31,0.225531914893617,0.2280701754385964,0.3103448275862069,0.2724867724867725,0.2619047619047619,0.2,0.2193548387096774,0.2561576354679803,0.29,0.2363636363636363,0.2727272727272727,0.1709844559585492,0.2256410256410256,0.2925925925925925,0.2058823529411764,0.3443708609271523,0.3339449541284404,0.3796296296296296,0.2794117647058823,0.2489451476793249,0.1704035874439461,0.2442748091603053,0.3140495867768595,0.2777777777777778,0.263803680981595,0.2589285714285714,0.3495145631067961,0.2564102564102564,0.28,0.2247765006385696,0.2832369942196532,0.2458100558659217,0.2647058823529412,0.2604501607717042,0.287037037037037,0.2163120567375886,0.241851368970013,0.2904411764705882,0.2663398692810457,0.2545454545454545,0.3469387755102041,0.2388059701492537,0.27,0.2469879518072289,0.3040935672514619,0.2620516094803125,0.3199658703071672,0.5178251344353715,0.5540647198105761,0.4019376597227457,0.0060652009097801,,stablelm-base-alpha
161,stablelm-base-alpha-7b-v2,stablelm,False,,7.0,1.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.4518518518518518,0.5394736842105263,0.51,0.4641509433962264,0.4791666666666667,0.35,0.41,0.29,0.4046242774566474,0.284313725490196,0.58,0.3744680851063829,0.2719298245614035,0.4551724137931034,0.2857142857142857,0.2857142857142857,0.31,0.5,0.3497536945812808,0.46,0.5151515151515151,0.5202020202020202,0.6321243523316062,0.4,0.2777777777777778,0.3823529411764705,0.2781456953642384,0.6,0.2685185185185185,0.5294117647058824,0.5864978902953587,0.4663677130044843,0.549618320610687,0.5206611570247934,0.5462962962962963,0.4969325153374233,0.2678571428571428,0.5825242718446602,0.6196581196581197,0.55,0.6475095785440613,0.4797687861271676,0.264804469273743,0.4705882352941176,0.5209003215434084,0.5432098765432098,0.3368794326241134,0.3761408083441981,0.4742647058823529,0.4084967320261438,0.4818181818181818,0.4653061224489795,0.6616915422885572,0.58,0.4036144578313253,0.6549707602339181,0.4509893993249705,0.4735494880546075,0.770762796255726,0.6850828729281768,0.3645720175160148,0.0257771038665655,,stablelm-base-alpha-v2
162,starcoder2-15b,starcoder2,False,2024-04-02,15.0,4.3,387.0,0.27,0.44,0.05,0.27,0.35,0.24,0.876,0.4919786096256685,0.516,0.624,0.484,0.32,0.516,0.304,0.34,0.488,0.796,0.488,0.356,0.4383561643835616,0.488,0.28,0.456,0.4887640449438202,0.508,0.236,0.168,0.14,0.384,0.488,0.2575757575757575,0.2728937728937728,0.28125,0.0749185667752443,0.024390243902439,0.0303030303030303,0.0107142857142857,0.0454545454545454,0.1347150259067357,0.037037037037037,0.52,0.23828125,0.292,0.7382820132855679,,,0.34,0.4518518518518518,0.5592105263157895,0.57,0.4981132075471698,0.5138888888888888,0.36,0.49,0.4,0.4682080924855491,0.4411764705882353,0.69,0.5234042553191489,0.4122807017543859,0.5517241379310345,0.4391534391534391,0.4523809523809524,0.3,0.5774193548387097,0.4679802955665024,0.67,0.5393939393939394,0.6161616161616161,0.6217616580310881,0.5076923076923077,0.4037037037037037,0.5588235294117647,0.3509933774834437,0.6458715596330276,0.5277777777777778,0.5049019607843137,0.6455696202531646,0.4977578475336323,0.5801526717557252,0.6528925619834711,0.5277777777777778,0.5644171779141104,0.4285714285714285,0.6796116504854369,0.7649572649572649,0.53,0.5810983397190294,0.5491329479768786,0.241340782122905,0.5261437908496732,0.5048231511254019,0.4938271604938271,0.3723404255319149,0.3500651890482399,0.3308823529411764,0.4493464052287582,0.5909090909090909,0.5918367346938775,0.6467661691542289,0.63,0.4397590361445783,0.6432748538011696,0.5134583865906562,0.4735494880546075,0.6409081856203943,0.6385161799526441,0.378734193251474,0.5223654283548143,0.46299999999999997,starcoder2
163,starcoder2-3b,starcoder2,False,2024-04-02,3.0,3.3,59.4,0.2,0.35,0.01,0.24,0.34,0.16,0.688,0.4545454545454545,0.316,0.332,0.468,0.3,0.484,0.196,0.16,0.336,0.444,0.468,0.344,0.2534246575342466,0.268,0.256,0.316,0.5449438202247191,0.46,0.204,0.148,0.152,0.34,0.488,0.2323232323232323,0.2490842490842491,0.2433035714285714,0.019543973941368,0.016260162601626,0.0227272727272727,0.0,0.0064935064935064,0.0259067357512953,0.0148148148148148,0.496,0.234375,0.3,0.603682998924573,,,0.27,0.3925925925925926,0.4013157894736842,0.37,0.3584905660377358,0.3680555555555556,0.35,0.44,0.38,0.3352601156069364,0.3137254901960784,0.62,0.3829787234042553,0.2807017543859649,0.4896551724137931,0.3227513227513227,0.3253968253968254,0.28,0.4032258064516129,0.3300492610837438,0.53,0.3818181818181818,0.5252525252525253,0.3782383419689119,0.3358974358974358,0.3037037037037037,0.361344537815126,0.2781456953642384,0.363302752293578,0.3842592592592592,0.4117647058823529,0.3755274261603376,0.3632286995515695,0.4580152671755725,0.4958677685950413,0.3796296296296296,0.3987730061349693,0.375,0.4660194174757281,0.6153846153846154,0.37,0.3971902937420178,0.384393063583815,0.2558659217877095,0.4444444444444444,0.3922829581993569,0.3672839506172839,0.2872340425531915,0.3037809647979139,0.3345588235294117,0.3186274509803921,0.4363636363636363,0.4571428571428571,0.5024875621890548,0.47,0.3734939759036144,0.3391812865497076,0.3864860206508294,0.3455631399317406,0.4761999601672974,0.5453827940015785,0.4048698237422491,0.1963608794541319,0.317,starcoder2
164,starcoder2-7b,starcoder2,False,2024-04-02,7.0,3.7,155.4,0.22,0.37,0.03,0.25,0.38,0.16,0.772,0.5401069518716578,0.308,0.476,0.508,0.368,0.516,0.232,0.184,0.336,0.376,0.464,0.356,0.3493150684931507,0.304,0.208,0.268,0.5449438202247191,0.472,0.14,0.132,0.12,0.324,0.488,0.202020202020202,0.2582417582417582,0.265625,0.0358306188925081,0.024390243902439,0.0227272727272727,0.0035714285714285,0.0259740259740259,0.0466321243523316,0.0222222222222222,0.48,0.25,0.408,0.6200898066999413,,,0.37,0.3555555555555555,0.4736842105263157,0.4,0.3886792452830189,0.3888888888888889,0.37,0.41,0.32,0.4046242774566474,0.3431372549019608,0.63,0.3659574468085106,0.4122807017543859,0.5241379310344828,0.335978835978836,0.4523809523809524,0.28,0.4290322580645161,0.3251231527093596,0.54,0.4242424242424242,0.4292929292929293,0.4715025906735751,0.3538461538461538,0.3481481481481481,0.4117647058823529,0.3509933774834437,0.4642201834862385,0.3888888888888889,0.3872549019607843,0.4472573839662447,0.3318385650224215,0.4122137404580153,0.5785123966942148,0.4351851851851852,0.4110429447852761,0.2767857142857143,0.4660194174757281,0.6452991452991453,0.46,0.425287356321839,0.3872832369942196,0.2424581005586592,0.4705882352941176,0.4340836012861736,0.3611111111111111,0.3191489361702128,0.3089960886571056,0.4117647058823529,0.3464052287581699,0.4363636363636363,0.5224489795918368,0.4975124378109453,0.52,0.3674698795180723,0.4269005847953216,0.4121331864479663,0.3831058020477815,0.5191196972714599,0.5919494869771112,0.4199349765667209,0.2509476876421531,0.354,starcoder2
165,starcoderbase,starcoder,False,,15.5,1.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5951901705421967,,,0.3,0.4074074074074074,0.3026315789473684,0.34,0.3396226415094339,0.2638888888888889,0.19,0.33,0.33,0.2023121387283237,0.196078431372549,0.58,0.2765957446808511,0.3596491228070175,0.4275862068965517,0.2592592592592592,0.246031746031746,0.34,0.3354838709677419,0.2660098522167488,0.41,0.303030303030303,0.2828282828282828,0.3005181347150259,0.2897435897435897,0.2925925925925925,0.3109243697478991,0.3178807947019867,0.2660550458715596,0.2407407407407407,0.2745098039215686,0.2995780590717299,0.3991031390134529,0.3358778625954198,0.4132231404958678,0.2962962962962963,0.2699386503067484,0.3214285714285714,0.3398058252427184,0.4358974358974359,0.29,0.3729246487867177,0.3959537572254335,0.2424581005586592,0.3594771241830065,0.405144694533762,0.3364197530864197,0.2943262411347517,0.2842242503259452,0.1838235294117647,0.3088235294117647,0.3636363636363636,0.3142857142857143,0.3880597014925373,0.41,0.3313253012048193,0.3333333333333333,0.3211709749222222,0.302901023890785,0.4721171081457876,0.5580110497237569,0.400215713503952,0.0788476118271417,0.341,starcoderbase
